"","LeagueIndex","Age","HoursPerWeek","TotalHours","APM","UniqueHotkeys","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","UniqueUnitsMade"
"1658",6,21,8,700,156.4614,7,0.0049643585,24.2674,43.5795,5.1615,7
"1659",4,18,28,750,102.786,5,0.0036352434,49.1234,56.7966,4.6822,7
"1660",5,26,4,750,108.9084,4,0.0032125647,22.3497,50.9444,5.75,3
"1661",5,20,24,900,148.6884,3,0.002926771,17.7641,61.898,8.3061,4
"1662",6,20,30,450,240.5196,7,0.0048260413,47.0805,45.2034,3.7192,6
"1663",4,18,32,1700,117.7368,5,0.0037305018,29.6263,58.539,5.7456,6
"1664",3,21,6,300,88.4328,0,0.0027309139,26.324,64.6667,6.0333,5
"1665",6,26,8,800,186.1506,9,0.0051676037,28.2377,38.6912,4.045,8
"1666",5,20,28,1500,186.4278,7,0.0042300259,30.3585,47.5259,5.2112,9
"1667",5,17,8,600,144.969,9,0.0047662731,36.8637,50.5439,4.6757,11
